row.names.t.stat.desc.C.C.Classification....4....,nbr.val,nbr.null,nbr.na,min,max,range,sum,median,mean,SE.mean,CI.mean.0.95,var,std.dev,coef.var
GH03,98,0,11,1,4,3,221,2,2.25510204081633,0.0976380263898554,0.193784454812591,0.934252051335998,0.96656714786713,0.428613486384519
GH04,83,0,26,1,5,4,192,2,2.31325301204819,0.125885299704006,0.250425962771877,1.31531002057009,1.14686966154402,0.495782197438299
GH05,88,0,21,1,5,4,197,2,2.23863636363636,0.120944470040121,0.240390230264147,1.28722570532915,1.13455969667936,0.506808392425296
GH06,86,0,23,1,5,4,198,2,2.30232558139535,0.118205653805054,0.235024507942952,1.20164158686731,1.09619413739871,0.476124726344895
GH07,87,0,22,1,5,4,210,2,2.41379310344828,0.113922229152566,0.226469896183387,1.12910986367281,1.06259581387883,0.440218265749801
GH08,82,0,27,1,5,4,184,2,2.24390243902439,0.123388102307124,0.245503619637786,1.24841915085818,1.11732678785491,0.497939111978819
GH09,86,0,23,1,5,4,208,3,2.41860465116279,0.124292929099349,0.247127642054577,1.32859097127223,1.15264520615506,0.476574460237186
GH10,93,0,16,1,5,4,241,3,2.59139784946237,0.116674907015255,0.231726436354544,1.26601215521272,1.12517205582645,0.434195025692364
GH11,91,0,18,1,5,4,224,2,2.46153846153846,0.111934583533819,0.222377587330917,1.14017094017094,1.06778787227189,0.433788823110457
GH13,83,0,26,1,5,4,196,2,2.36144578313253,0.123112625502182,0.244910230529296,1.25800764031737,1.1216093973917,0.474967244813831
GH15,86,0,23,1,4,3,206,2,2.3953488372093,0.112524895883331,0.223729639277043,1.08891928864569,1.04351295566739,0.435641331006774
GH17,73,0,36,1,5,4,181,3,2.47945205479452,0.13388809964745,0.266901048656785,1.308599695586,1.14394042484126,0.461368237643159
GH19,74,0,35,1,5,4,195,3,2.63513513513514,0.143441495186717,0.285878487640471,1.52258422806368,1.23393039838707,0.468260766567402
GH21,71,0,38,1,5,4,179,3,2.52112676056338,0.132851644053801,0.264964249260716,1.25311871227364,1.11942785041004,0.444018868039736
WW_97,106,82,3,0,52,52,570,0,5.37735849056604,1.2326388489455,2.44409513676228,161.056244384546,12.6907936861548,2.36004233461826
WW_98,107,69,2,0,52,52,908,0,8.48598130841122,1.53046788583253,3.0343014396716,250.629518603421,15.8312829108516,1.86558069544176
WW_99,105,49,4,0,52,52,1353,6,12.8857142857143,1.61638328502973,3.20534871139499,274.332967032967,16.5629999406197,1.28537693552481
WW_00,105,39,4,0,53,53,1844,10,17.5619047619048,1.90073842453949,3.76923562389135,379.344688644689,19.4767730552237,1.10903534208161
WW_01,107,42,2,0,52,52,2005,12,18.7383177570093,1.93499254893924,3.83631092906359,400.628989596191,20.0157185630742,1.06817051683239
WW_02,108,43,1,0,52,52,2094,11,19.3888888888889,1.99179840209338,3.94850802905243,428.464174454829,20.6993761851614,1.06758960267308
WW_03,106,36,3,0,52,52,2185,12.5,20.6132075471698,2.0105995295069,3.98664745659142,428.506109613657,20.7003891174455,1.00422940340926
WW_04,101,34,8,0,52,52,2233,21,22.1089108910891,2.09520437766296,4.15682581076917,443.37801980198,21.0565433963407,0.952400753708201
WW_05,101,35,8,0,53,53,2528,26,25.029702970297,2.22383378917805,4.41202289965956,499.489108910891,22.3492529832854,0.892909237069551
WW_06,102,34,7,0,52,52,2719,28.5,26.656862745098,2.28623012924148,4.53526558726753,533.138516792856,23.0897924805065,0.866185668632463
WW_07,100,31,9,0,52,52,2768,30,27.68,2.2614860583075,4.48727897267009,511.431919191919,22.614860583075,0.817010859215137
WW_08,97,26,12,0,52,52,2472,21,25.4845360824742,2.19756158808633,4.36212527595575,468.439862542955,21.6434715917515,0.849278618284748
WW_09,98,33,11,0,52,52,2313,15.5,23.6020408163265,2.28436722990233,4.53383660655768,511.396696823059,22.6140818257797,0.958140950681543
WW_10,99,35,10,0,52,52,2391,21,24.1515151515152,2.24519292882472,4.45551229634524,499.048237476809,22.3393875806122,0.924968369084318
WW_11,101,35,8,0,53,53,2671,27,26.4455445544554,2.32755662680739,4.61780605533661,547.169504950495,23.39165460053,0.884521570443103
WW_12,97,34,12,0,52,52,2658,34,27.4020618556701,2.37223612889797,4.70885149908923,545.867912371134,23.3638163057993,0.852629865185303
WW_13,95,28,14,0,52,52,2941,46,30.9578947368421,2.37563763065366,4.71688420504329,536.147144456887,23.1548514237705,0.747946577782454
WW_14,94,33,15,0,52,52,2702,42.5,28.7446808510638,2.52405204950667,5.01226713941363,598.858842370167,24.4715925589277,0.851343338467508
WW_15,93,26,16,0,52,52,2888,46,31.0537634408602,2.42962497329232,4.82544491477862,548.986208508649,23.4304547226179,0.754512565513666
WW_16,91,28,18,0,53,53,2746,46,30.1758241758242,2.52182625680236,5.01004802046752,578.724297924298,24.0566892552632,0.797217305982868
WW_17,85,24,24,0,52,52,2821,52,33.1882352941176,2.5200314633694,5.01135892913933,539.797478991597,23.233542110311,0.700053555255739
WW_18,82,25,27,0,52,52,2568,45,31.3170731707317,2.57052749012159,5.11454339116492,541.824149352605,23.2771164312207,0.743272409408138
WW_19,72,15,37,0,52,52,2380,41,33.0555555555556,2.42435549482599,4.83402756020839,423.179968701095,20.5713385247799,0.622326207472334
WW_20,32,8,77,0,26,26,264,6,8.25,1.5,3.05927016959461,72,8.48528137423857,1.02851895445316
A97,109,74,0,0,5,5,56,0,0.513761467889908,0.0880323270433603,0.174495344339222,0.844716275908936,0.919084477025337,1.7889322856386
A98,109,64,0,0,9,9,93,0,0.853211009174312,0.161134320135777,0.319396176623956,2.83010533469249,1.68229169132243,1.97171821886178
A99,109,55,0,0,11,11,116,0,1.06422018348624,0.154925491149729,0.307089200445419,2.61620795107034,1.61746961364668,1.51986368868524
A00,109,64,0,0,8,8,103,0,0.944954128440367,0.148520202296525,0.294392806727671,2.40434930343187,1.55059643474112,1.64092244064837
A01,109,68,0,0,11,11,101,0,0.926605504587156,0.179053663492778,0.354915423864489,3.49456337071016,1.86937512840793,2.01744444550955
A02,109,74,0,0,9,9,66,0,0.605504587155963,0.120888620431181,0.23962221785234,1.59293238192321,1.26211425074088,2.08440080804175
A03,109,84,0,0,10,10,45,0,0.412844036697248,0.11228559375896,0.222569526506474,1.37427794767244,1.17229601537856,2.83956145947251
A04,109,87,0,0,9,9,42,0,0.385321100917431,0.108199562104826,0.214470302909694,1.2760788311247,1.12963659250429,2.93167591864209
A05,109,84,0,0,19,19,59,0,0.541284403669725,0.190467756789549,0.37754013693335,3.95429833503228,1.98854176094752,3.67374664310644
A06,109,87,0,0,5,5,33,0,0.302752293577982,0.0719900453202117,0.142696758895845,0.564899762147469,0.751598138733372,2.4825514279375
A07,109,91,0,0,9,9,32,0,0.293577981651376,0.0960507570308221,0.190389263638129,1.00560652395515,1.00279934381468,3.41578526486875
A08,109,88,0,0,3,3,33,0,0.302752293577982,0.0683584861541243,0.135498378613764,0.509344206591913,0.713683547934176,2.35731838560076
A09,109,96,0,0,2,2,16,0,0.146788990825688,0.0408574593758024,0.0809865725700382,0.181957186544343,0.426564399058738,2.90596996858765
A10,109,88,0,0,4,4,31,0,0.284403669724771,0.0665796362601751,0.131972389523193,0.483180428134557,0.695111809808003,2.44410281513136
A11,109,95,0,0,2,2,16,0,0.146788990825688,0.0387225686304232,0.0767548487447885,0.163438668025824,0.404275485313943,2.75412674370124
A12,109,102,0,0,1,1,7,0,0.0642201834862385,0.0235890651690237,0.0467576194740567,0.0606523955147808,0.246277070623274,3.83488581399097
A13,109,101,0,0,3,3,15,0,0.137614678899083,0.0512631639579211,0.101612484267848,0.286442405708461,0.535203144337233,3.88914284885056
A14,109,102,0,0,2,2,10,0,0.091743119266055,0.0357941893294178,0.0709502929452684,0.139653414882773,0.373702307837097,4.07335515542436
A15,109,105,0,0,1,1,4,0,0.036697247706422,0.0180919871042802,0.0358614570984495,0.035677879714577,0.188885890723942,5.14714052222742
A16,109,106,0,0,2,2,4,0,0.036697247706422,0.0222983107586415,0.0441991203083347,0.0541963982330955,0.232801198951156,6.34383267141899
A17,109,106,0,0,1,1,3,0,0.0275229357798165,0.015742553732396,0.0312044725679025,0.027013251783894,0.164357086199208,5.97164079857124
A18,109,108,0,0,1,1,1,0,0.0091743119266055,0.0091743119266055,0.0181850778285113,0.0091743119266055,0.0957826285221151,10.4403065089105
A19,109,104,0,0,2,2,6,0,0.055045871559633,0.025524941948112,0.0505948630925166,0.0710159700985389,0.266488217560437,4.84120261901461
A20,109,109,0,0,0,0,0,0,0,0,0,0,0,
A21,109,106,0,0,1,1,3,0,0.0275229357798165,0.015742553732396,0.0312044725679025,0.027013251783894,0.164357086199208,5.97164079857124
I97,109,94,0,0,12,12,77,0,0.706422018348624,0.227001144463555,0.449955649236166,5.61671763506626,2.369961526073,3.3548806018436
I98,109,87,0,0,12,12,107,0,0.981651376146789,0.25806121651119,0.511522100438615,7.25891946992864,2.69423819843915,2.74459779093334
I99,109,69,0,0,12,12,206,0,1.88990825688073,0.334183281708165,0.662409239566681,12.172952769283,3.48897589118685,1.84610860261828
I00,109,67,0,0,12,12,218,0,2,0.338140665628897,0.670253461037625,12.462962962963,3.53029219229272,1.76514609614636
I01,109,64,0,0,12,12,247,0,2.26605504587156,0.363713013617929,0.720942291127402,14.4193000339789,3.79727534345074,1.67572069812199
I02,109,71,0,0,12,12,265,0,2.43119266055046,0.40034112460644,0.79354556147248,17.4697587495753,4.17968404901319,1.71919079751863
I03,109,85,0,0,12,12,205,0,1.88073394495413,0.383512737932754,0.76018877964105,16.0319401970778,4.00399053408944,2.12895106446707
I04,109,84,0,0,12,12,207,0,1.89908256880734,0.383561505050204,0.760285444528118,16.0360176690452,4.00449967774318,2.10864958876331
I05,109,82,0,0,12,12,228,0,2.09174311926606,0.389625329582412,0.772304996723292,16.5470608222902,4.06780786447568,1.94469761942039
I06,109,77,0,0,12,12,259,0,2.37614678899083,0.407996228742758,0.808719305903448,18.1442405708461,4.25960568255397,1.79265258454974
I07,109,80,0,0,12,12,257,0,2.35779816513761,0.415982707912641,0.824549893138981,18.8615358477744,4.34298697301458,1.84196723758206
I08,109,81,0,0,12,12,239,0,2.19266055045872,0.408555518868602,0.809827915960372,18.1940197077812,4.26544484289519,1.94532840115304
I09,109,81,0,0,12,12,215,0,1.97247706422018,0.380562988445681,0.754341864425375,15.7862725110432,3.9731942453199,2.01431708251102
I10,109,84,0,0,12,12,184,0,1.68807339449541,0.348702085397533,0.691188027249096,13.2536527353041,3.64055665184654,2.15663410353953
I11,109,85,0,0,12,12,204,0,1.87155963302752,0.388437392801291,0.769950299935907,16.4463132857628,4.05540544036756,2.166858789216
I12,109,88,0,0,12,12,172,0,1.57798165137615,0.353443710276408,0.700586750351795,13.616547740401,3.69006066893228,2.33846867973034
I13,109,92,0,0,12,12,170,0,1.55963302752294,0.369457268942807,0.732328401713722,14.8783554196398,3.8572471297079,2.47317610081271
I14,109,94,0,0,12,12,142,0,1.30275229357798,0.341018588549535,0.675958003537917,12.6760108732586,3.5603385896932,2.73293595969408
I15,109,88,0,0,12,12,186,0,1.70642201834862,0.379857877166795,0.752944211545585,15.7278287461774,3.96583266744543,2.32406322984706
I16,109,91,0,0,12,12,146,0,1.3394495412844,0.33516828872667,0.664361694359633,12.2448182127081,3.49925966637346,2.61246098379937
I17,109,98,0,0,12,12,110,0,1.00917431192661,0.30913584376799,0.612760872256869,10.416581719334,3.2274729618285,3.19813229853915
I18,109,100,0,0,12,12,64,0,0.587155963302752,0.204107918350529,0.404577303487558,4.54094461433911,2.13094922847521,3.62927290474685
I19,109,106,0,0,12,12,22,0,0.201834862385321,0.127563630670423,0.252853246149373,1.7737003058104,1.33180340358868,6.59848049959847
I20,109,105,0,0,8,8,19,0,0.174311926605505,0.0974043321628929,0.193072284372584,1.03414882772681,1.01693108307634,5.83397305554319
I21,109,105,0,0,9,9,29,0,0.26605504587156,0.135859230525588,0.269296564210412,2.01189262657153,1.41841200875187,5.33127272255015
NHIN_97,94,70,15,0,1,1,24,0,0.25531914893617,0.0452152892024725,0.089788603334441,0.192175703500343,0.43837849342816,1.71698243259363
NHIN_02,99,45,10,0,1,1,54,1,0.545454545454545,0.0502984850156807,0.099815706524701,0.250463821892393,0.500463606960979,0.917516612761795
NHIN_03,98,33,11,0,1,1,65,1,0.663265306122449,0.0479845808370851,0.0952361101585251,0.225646959814854,0.475023115032157,0.716188696510021
NHIN_04,81,28,28,0,1,1,53,1,0.654320987654321,0.0531724826354519,0.1058166127101,0.229012345679012,0.478552343719067,0.731372449834801
NHIN_05,88,31,21,0,1,1,57,1,0.647727272727273,0.0512124999213119,0.101790388964479,0.230799373040752,0.480415833461755,0.741694620081305
NHIN_06,86,29,23,0,1,1,57,1,0.662790697674419,0.0512776971069898,0.101953799527165,0.226128590971272,0.475529800297807,0.717466014484411
NHIN_07,87,35,22,0,1,1,52,1,0.597701149425287,0.052877049732218,0.105116095887678,0.243250467789361,0.493204286061426,0.825168709372002
NHIN_08,81,29,28,0,1,1,52,1,0.641975308641975,0.0536007243113393,0.10666884080474,0.232716049382716,0.482406518802054,0.751440923518584
NHIN_09,86,30,23,0,1,1,56,1,0.651162790697675,0.0516947842070894,0.102783080422916,0.229822161422709,0.479397706943524,0.73621790709184
NHIN_10,93,33,16,0,1,1,60,1,0.645161290322581,0.0498833639376683,0.0990726665600964,0.231416549789621,0.481057740598383,0.745639497927494
NHIN_11,90,31,19,0,1,1,59,1,0.655555555555556,0.0503696971877368,0.100083515412614,0.228339575530587,0.477848904498678,0.728922057709848
NHIN_13,83,38,26,0,1,1,45,1,0.542168674698795,0.0550190435849424,0.109450404399432,0.251248898031149,0.501247342168663,0.924522875555535
NHIN_15,85,42,24,0,1,1,43,1,0.505882352941176,0.0545506970323277,0.10848004345875,0.252941176470588,0.50293257646586,0.994169046502282
NHIN_17,73,38,36,0,1,1,35,0,0.479452054794521,0.0588757851973864,0.1173667327496,0.253044140030441,0.50303492923498,1.04918713811867
NHIN_19,74,42,35,0,1,1,32,0,0.432432432432432,0.057983774751431,0.115561496427847,0.248796741947427,0.498795290622743,1.15346410956509
NHIN_21,71,45,38,0,1,1,26,0,0.366197183098592,0.05758184314388,0.114843364930342,0.235412474849095,0.485193234545881,1.32495075587529
